customer_id,account_created_at,typical_amount_inr,typical_payment_method,primary_device_id,primary_ip,billing_state,risk_segment
cust_004360,2025-08-19T00:00:00,347.08,upi,dev_012553,49.173.160.168,Telangana,low_risk
cust_004361,2026-05-01T00:00:00,456.44,card,dev_007641,106.42.117.219,Rajasthan,low_risk
cust_004362,2025-12-28T00:00:00,741.92,upi,dev_001093,122.208.24.31,West Bengal,low_risk
cust_004363,2025-07-17T00:00:00,712.95,card,dev_019981,223.48.125.233,Rajasthan,low_risk
cust_004364,2025-06-14T00:00:00,753.38,upi,dev_000380,103.64.125.49,Maharashtra,standard
cust_004365,2025-12-29T00:00:00,879.95,upi,dev_000048,182.107.250.74,Karnataka,low_risk
cust_004366,2025-06-01T00:00:00,184.55,upi,dev_017101,182.121.144.25,Maharashtra,low_risk
cust_004367,2025-08-01T00:00:00,2878.84,upi,dev_016625,122.240.148.75,Uttar Pradesh,low_risk
cust_004368,2026-04-22T00:00:00,601.99,upi,dev_014272,182.110.53.196,Karnataka,low_risk
cust_004369,2025-06-24T00:00:00,850.0,card,dev_013358,122.187.115.242,Telangana,standard
cust_004370,2025-12-18T00:00:00,478.47,upi,dev_002448,182.180.82.237,Tamil Nadu,low_risk
cust_004371,2026-05-18T00:00:00,1533.3,netbanking,dev_014470,122.142.125.88,Rajasthan,low_risk
cust_004372,2026-05-02T00:00:00,1572.89,upi,dev_007609,103.189.86.140,Rajasthan,low_risk
cust_004373,2025-09-20T00:00:00,1049.67,card,dev_012812,103.241.93.111,Kerala,standard
cust_004374,2025-10-23T00:00:00,397.94,card,dev_008539,157.225.95.78,Uttar Pradesh,low_risk
cust_004375,2025-12-03T00:00:00,564.16,card,dev_002138,223.161.213.216,Telangana,low_risk
cust_004376,2026-04-16T00:00:00,488.16,card,dev_015650,122.122.74.131,Tamil Nadu,low_risk
cust_004377,2025-07-27T00:00:00,785.46,card,dev_016240,49.170.93.222,Gujarat,standard
cust_004378,2026-03-15T00:00:00,1125.39,card,dev_013641,103.187.98.32,Tamil Nadu,low_risk
cust_004379,2025-08-27T00:00:00,1395.29,card,dev_015205,157.25.178.76,Kerala,low_risk
cust_004380,2026-05-02T00:00:00,400.51,netbanking,dev_020699,122.202.67.87,Kerala,low_risk
cust_004381,2025-11-23T00:00:00,1427.97,card,dev_007229,49.164.171.230,Uttar Pradesh,low_risk
cust_004382,2025-10-13T00:00:00,347.14,card,dev_021557,157.231.52.212,Uttar Pradesh,low_risk
cust_004383,2025-06-25T00:00:00,1435.0,upi,dev_000841,223.244.20.38,Gujarat,low_risk
cust_004384,2026-05-16T00:00:00,604.42,card,dev_002257,49.133.32.51,Gujarat,low_risk
cust_004385,2026-01-27T00:00:00,1646.88,upi,dev_006933,122.124.158.50,Delhi,low_risk
cust_004386,2026-01-16T00:00:00,261.33,card,dev_001991,182.4.74.223,Karnataka,low_risk
cust_004387,2026-01-17T00:00:00,308.14,upi,dev_021699,117.160.96.210,Maharashtra,low_risk
cust_004388,2025-09-10T00:00:00,698.54,card,dev_013577,157.195.209.155,Delhi,low_risk
cust_004389,2025-07-24T00:00:00,1188.12,card,dev_008523,49.36.236.214,Kerala,standard
cust_004390,2025-10-03T00:00:00,675.65,upi,dev_017659,122.64.149.51,Kerala,low_risk
cust_004391,2025-09-08T00:00:00,492.17,card,dev_010418,49.186.94.48,Karnataka,low_risk
cust_004392,2026-05-13T00:00:00,1218.98,card,dev_021138,106.163.83.83,West Bengal,low_risk
cust_004393,2025-12-08T00:00:00,10452.93,card,dev_016467,49.59.246.178,Karnataka,low_risk
cust_004394,2025-10-08T00:00:00,939.33,upi,dev_021981,49.222.195.4,Maharashtra,low_risk
cust_004395,2025-05-28T00:00:00,756.04,card,dev_008298,122.193.128.98,Maharashtra,low_risk
cust_004396,2025-12-24T00:00:00,768.34,netbanking,dev_015477,182.41.66.114,Rajasthan,low_risk
cust_004397,2026-05-05T00:00:00,628.83,card,dev_005131,117.230.97.181,Rajasthan,low_risk
cust_004398,2026-03-13T00:00:00,632.41,upi,dev_000001,49.201.154.243,Uttar Pradesh,low_risk
cust_004399,2026-01-12T00:00:00,890.19,upi,dev_013479,157.194.73.215,Kerala,low_risk
cust_004400,2026-03-06T00:00:00,550.48,upi,dev_019546,157.29.225.230,Tamil Nadu,high_risk
cust_004401,2025-10-20T00:00:00,459.48,upi,dev_011733,122.26.22.172,Kerala,low_risk
cust_004402,2025-08-10T00:00:00,194.34,upi,dev_002706,223.158.241.230,Delhi,low_risk
cust_004403,2026-01-01T00:00:00,1211.28,card,dev_016490,182.2.99.20,Karnataka,low_risk
cust_004404,2025-06-30T00:00:00,1217.96,upi,dev_016667,103.125.34.156,Rajasthan,low_risk
cust_004405,2025-09-25T00:00:00,2251.35,card,dev_016709,223.145.167.52,Tamil Nadu,low_risk
cust_004406,2025-11-19T00:00:00,1073.28,upi,dev_017946,122.208.158.34,Kerala,standard
cust_004407,2025-06-06T00:00:00,251.32,upi,dev_016709,117.65.148.168,Maharashtra,low_risk
cust_004408,2025-08-16T00:00:00,1052.04,upi,dev_015030,103.108.155.207,Rajasthan,low_risk
cust_004409,2025-06-24T00:00:00,513.43,card,dev_008368,182.175.164.14,Rajasthan,low_risk
cust_004410,2025-11-17T00:00:00,459.69,upi,dev_018050,223.199.42.186,West Bengal,low_risk
cust_004411,2026-03-09T00:00:00,328.16,upi,dev_005711,157.156.215.236,Maharashtra,low_risk
cust_004412,2026-01-15T00:00:00,469.88,upi,dev_017462,117.176.129.66,West Bengal,low_risk
cust_004413,2025-12-17T00:00:00,590.29,upi,dev_014042,49.212.38.36,Karnataka,low_risk
cust_004414,2025-05-26T00:00:00,739.86,upi,dev_017548,182.239.12.60,Telangana,low_risk
cust_004415,2025-12-16T00:00:00,1081.75,upi,dev_004420,49.244.73.17,Uttar Pradesh,low_risk
cust_004416,2025-09-23T00:00:00,899.22,upi,dev_007196,49.18.219.180,West Bengal,low_risk
cust_004417,2025-10-04T00:00:00,661.34,upi,dev_016098,49.106.46.225,Uttar Pradesh,low_risk
cust_004418,2026-03-01T00:00:00,162.09,upi,dev_021339,49.98.178.211,Delhi,low_risk
cust_004419,2026-01-22T00:00:00,160.49,upi,dev_001411,117.2.16.12,Tamil Nadu,high_risk
cust_004420,2025-06-12T00:00:00,1288.21,card,dev_019353,103.228.178.112,Gujarat,low_risk
cust_004421,2025-05-26T00:00:00,410.89,card,dev_018307,122.89.165.235,Maharashtra,low_risk
cust_004422,2026-03-19T00:00:00,449.33,upi,dev_000719,122.14.63.209,Tamil Nadu,low_risk
cust_004423,2025-10-08T00:00:00,1147.13,upi,dev_000283,103.247.127.75,West Bengal,low_risk
cust_004424,2026-01-25T00:00:00,473.05,card,dev_015989,157.46.104.169,Gujarat,low_risk
cust_004425,2025-10-19T00:00:00,625.06,upi,dev_013328,103.234.57.83,Uttar Pradesh,low_risk
cust_004426,2025-08-15T00:00:00,649.95,card,dev_012260,117.136.234.116,Maharashtra,low_risk
cust_004427,2025-05-18T00:00:00,109.24,upi,dev_020906,223.236.103.217,Rajasthan,low_risk
cust_004428,2026-05-09T00:00:00,842.8,card,dev_011587,49.112.39.157,Maharashtra,low_risk
cust_004429,2025-12-26T00:00:00,402.49,upi,dev_007832,103.52.199.221,West Bengal,low_risk
cust_004430,2026-03-08T00:00:00,272.42,upi,dev_002190,122.132.147.133,Karnataka,standard
cust_004431,2025-12-27T00:00:00,1174.78,netbanking,dev_001392,122.119.109.30,Karnataka,low_risk
cust_004432,2025-12-01T00:00:00,1130.55,upi,dev_007340,106.145.68.179,Tamil Nadu,low_risk
cust_004433,2025-09-19T00:00:00,413.59,card,dev_000086,157.112.148.182,Tamil Nadu,low_risk
cust_004434,2025-08-23T00:00:00,746.72,upi,dev_013255,49.124.186.108,Kerala,low_risk
cust_004435,2025-07-30T00:00:00,1037.51,upi,dev_015818,106.178.132.97,Kerala,low_risk
cust_004436,2025-11-23T00:00:00,2884.6,card,dev_016742,223.1.140.127,Telangana,low_risk
cust_004437,2025-05-03T00:00:00,310.42,upi,dev_013400,182.205.101.72,Delhi,standard
cust_004438,2026-05-16T00:00:00,211.46,card,dev_016215,49.177.245.135,Gujarat,low_risk
cust_004439,2026-04-11T00:00:00,601.22,upi,dev_001486,117.5.145.136,Maharashtra,low_risk
cust_004440,2025-04-29T00:00:00,1009.89,upi,dev_013015,103.231.87.31,Delhi,low_risk
cust_004441,2026-04-02T00:00:00,209.37,upi,dev_021458,103.92.249.175,Kerala,standard
cust_004442,2025-07-05T00:00:00,1978.53,upi,dev_005778,122.167.103.124,Uttar Pradesh,low_risk
cust_004443,2026-05-13T00:00:00,531.67,upi,dev_009943,182.123.209.62,Gujarat,low_risk
cust_004444,2025-10-20T00:00:00,536.18,upi,dev_008504,49.244.128.30,Gujarat,low_risk
cust_004445,2025-05-11T00:00:00,674.23,upi,dev_021171,117.231.93.182,Gujarat,low_risk
cust_004446,2025-05-28T00:00:00,298.93,netbanking,dev_009783,49.113.238.48,Gujarat,standard
cust_004447,2025-09-13T00:00:00,252.91,card,dev_001716,122.86.70.103,Uttar Pradesh,standard
cust_004448,2026-03-12T00:00:00,242.87,card,dev_019162,122.243.207.39,Kerala,standard
cust_004449,2025-09-23T00:00:00,852.85,upi,dev_010579,106.19.21.215,Karnataka,low_risk
cust_004450,2026-05-12T00:00:00,1917.56,upi,dev_009335,49.195.223.147,Gujarat,standard
cust_004451,2026-01-10T00:00:00,265.44,upi,dev_010190,122.28.186.34,Uttar Pradesh,low_risk
cust_004452,2025-08-18T00:00:00,2257.05,upi,dev_007729,223.26.149.178,Maharashtra,standard
cust_004453,2025-09-15T00:00:00,920.74,upi,dev_009745,182.126.72.28,Maharashtra,low_risk
cust_004454,2026-04-28T00:00:00,404.29,upi,dev_008596,223.86.10.107,Uttar Pradesh,low_risk
cust_004455,2025-05-25T00:00:00,547.1,card,dev_017468,182.99.237.76,Uttar Pradesh,high_risk
cust_004456,2026-01-29T00:00:00,793.64,card,dev_012752,103.89.60.99,Rajasthan,low_risk
cust_004457,2025-11-18T00:00:00,779.38,card,dev_006445,157.252.133.76,Karnataka,low_risk
cust_004458,2025-10-30T00:00:00,823.77,card,dev_014796,223.168.180.122,Tamil Nadu,low_risk
cust_004459,2025-05-19T00:00:00,195.68,upi,dev_006652,117.55.206.223,Telangana,low_risk
cust_004460,2026-03-31T00:00:00,501.61,upi,dev_020930,157.80.90.146,Maharashtra,low_risk
cust_004461,2026-03-29T00:00:00,96.67,netbanking,dev_020562,122.36.197.2,Karnataka,low_risk
cust_004462,2026-01-29T00:00:00,1774.02,netbanking,dev_017661,157.190.43.166,Karnataka,low_risk
cust_004463,2025-10-23T00:00:00,1315.94,card,dev_018472,157.186.118.103,West Bengal,low_risk
cust_004464,2026-01-17T00:00:00,940.14,card,dev_005894,117.179.48.5,West Bengal,low_risk
cust_004465,2026-03-29T00:00:00,399.8,upi,dev_020023,106.101.37.179,Rajasthan,low_risk
cust_004466,2026-05-07T00:00:00,998.92,upi,dev_017484,182.23.182.53,Maharashtra,low_risk
cust_004467,2026-05-12T00:00:00,1354.37,upi,dev_009090,157.239.80.195,Rajasthan,low_risk
cust_004468,2025-11-08T00:00:00,431.47,upi,dev_008444,117.111.7.51,Kerala,low_risk
cust_004469,2025-11-01T00:00:00,596.47,netbanking,dev_006739,103.35.36.63,Uttar Pradesh,low_risk
cust_004470,2025-09-09T00:00:00,989.5,upi,dev_012860,117.229.51.95,Rajasthan,low_risk
cust_004471,2025-07-06T00:00:00,400.43,card,dev_021249,122.13.32.136,Kerala,low_risk
cust_004472,2026-05-08T00:00:00,317.36,upi,dev_007917,122.225.3.163,Uttar Pradesh,low_risk
cust_004473,2025-08-25T00:00:00,2753.19,card,dev_021127,223.60.4.84,Gujarat,standard
cust_004474,2025-12-02T00:00:00,829.13,card,dev_001893,182.241.97.165,Delhi,low_risk
cust_004475,2025-12-28T00:00:00,639.44,upi,dev_008651,103.37.101.56,Kerala,low_risk
cust_004476,2026-02-15T00:00:00,6884.89,card,dev_018006,117.13.128.168,Gujarat,low_risk
cust_004477,2025-05-17T00:00:00,697.71,upi,dev_007780,223.81.85.171,Rajasthan,low_risk
cust_004478,2026-01-08T00:00:00,737.84,card,dev_002244,103.206.143.156,Maharashtra,high_risk
cust_004479,2025-09-28T00:00:00,178.56,netbanking,dev_013597,49.21.109.140,Uttar Pradesh,low_risk
cust_004480,2025-07-15T00:00:00,303.33,card,dev_009055,157.40.79.118,Gujarat,low_risk
cust_004481,2025-08-05T00:00:00,818.88,card,dev_001424,103.2.21.198,Gujarat,low_risk
cust_004482,2025-10-28T00:00:00,157.51,upi,dev_013788,49.14.152.240,Tamil Nadu,standard
cust_004483,2026-04-07T00:00:00,406.75,upi,dev_017571,117.62.161.99,Uttar Pradesh,high_risk
cust_004484,2026-03-03T00:00:00,909.13,card,dev_001184,49.126.190.84,Kerala,standard
cust_004485,2025-12-26T00:00:00,355.24,upi,dev_015433,117.218.67.219,Maharashtra,low_risk
cust_004486,2026-05-09T00:00:00,394.44,upi,dev_006081,223.47.192.180,Tamil Nadu,low_risk
cust_004487,2025-10-16T00:00:00,1154.22,upi,dev_012682,157.38.241.27,Telangana,low_risk
cust_004488,2025-05-05T00:00:00,1000.79,upi,dev_012416,182.103.125.45,Maharashtra,standard
cust_004489,2025-12-03T00:00:00,526.34,upi,dev_006653,182.80.10.245,Kerala,low_risk
cust_004490,2026-03-03T00:00:00,1588.59,upi,dev_016391,49.121.175.203,Delhi,low_risk
cust_004491,2025-11-06T00:00:00,787.34,card,dev_001692,182.218.195.240,West Bengal,low_risk
cust_004492,2026-04-21T00:00:00,917.37,card,dev_000003,182.41.133.40,Uttar Pradesh,low_risk
cust_004493,2025-05-11T00:00:00,1862.89,card,dev_017379,117.54.182.228,Telangana,low_risk
cust_004494,2025-12-26T00:00:00,803.78,card,dev_002029,103.128.44.51,Kerala,standard
cust_004495,2025-06-12T00:00:00,422.56,card,dev_009935,49.30.109.91,Maharashtra,standard
cust_004496,2025-05-13T00:00:00,1719.43,card,dev_018961,223.86.28.191,Gujarat,low_risk
cust_004497,2025-08-02T00:00:00,756.29,card,dev_001835,117.35.52.21,Uttar Pradesh,low_risk
cust_004498,2025-11-12T00:00:00,135.98,card,dev_003587,122.98.130.215,Delhi,low_risk
cust_004499,2025-07-23T00:00:00,478.05,upi,dev_013648,223.203.204.152,Uttar Pradesh,low_risk
cust_004500,2026-04-24T00:00:00,1340.46,card,dev_007119,49.7.65.248,Rajasthan,low_risk
cust_004501,2025-08-09T00:00:00,1413.83,card,dev_011458,157.160.188.110,Karnataka,low_risk
cust_004502,2025-09-08T00:00:00,3168.15,upi,dev_006672,182.105.111.124,Rajasthan,low_risk
cust_004503,2025-06-18T00:00:00,825.19,upi,dev_018615,49.220.35.79,Tamil Nadu,low_risk
cust_004504,2025-08-23T00:00:00,912.72,upi,dev_013727,122.200.186.51,Telangana,low_risk
cust_004505,2025-08-20T00:00:00,1218.53,upi,dev_000905,122.180.89.54,Maharashtra,low_risk
cust_004506,2026-05-09T00:00:00,381.27,card,dev_014291,157.114.171.165,Telangana,low_risk
cust_004507,2025-05-09T00:00:00,1952.22,card,dev_021575,182.56.226.28,Uttar Pradesh,standard
cust_004508,2026-05-17T00:00:00,83.0,upi,dev_009371,49.88.33.194,West Bengal,low_risk
cust_004509,2026-02-24T00:00:00,277.88,card,dev_000360,117.197.138.205,Maharashtra,standard
cust_004510,2026-02-02T00:00:00,2260.06,upi,dev_005762,106.188.166.116,Maharashtra,low_risk
cust_004511,2025-12-30T00:00:00,664.26,upi,dev_012220,157.8.161.191,Maharashtra,low_risk
cust_004512,2025-11-12T00:00:00,460.32,card,dev_003446,117.31.116.116,Uttar Pradesh,low_risk
cust_004513,2026-01-02T00:00:00,3560.61,card,dev_004882,103.206.112.207,Maharashtra,low_risk
cust_004514,2025-05-25T00:00:00,1061.1,upi,dev_000305,117.54.201.45,Maharashtra,low_risk
cust_004515,2025-07-06T00:00:00,802.92,upi,dev_020673,106.245.207.220,West Bengal,low_risk
cust_004516,2025-09-29T00:00:00,1053.4,card,dev_012672,122.247.12.76,Maharashtra,low_risk
cust_004517,2025-12-04T00:00:00,322.01,card,dev_018139,117.49.185.197,Maharashtra,low_risk
cust_004518,2025-07-16T00:00:00,498.04,upi,dev_007074,106.72.96.30,Telangana,low_risk
cust_004519,2026-03-26T00:00:00,217.65,upi,dev_009522,103.64.100.106,Uttar Pradesh,low_risk
cust_004520,2025-09-05T00:00:00,1425.97,upi,dev_012994,122.127.123.150,Gujarat,low_risk
cust_004521,2026-03-01T00:00:00,547.66,upi,dev_016857,182.150.191.155,Maharashtra,low_risk
cust_004522,2025-06-10T00:00:00,613.19,upi,dev_019632,49.12.175.218,Telangana,low_risk
cust_004523,2025-10-21T00:00:00,1027.2,upi,dev_016590,103.220.8.68,Kerala,low_risk
cust_004524,2025-06-20T00:00:00,499.4,card,dev_001836,157.114.193.157,Karnataka,low_risk
cust_004525,2025-12-12T00:00:00,388.9,card,dev_011333,122.161.106.190,Rajasthan,low_risk
cust_004526,2026-05-11T00:00:00,637.74,upi,dev_014013,182.203.77.234,Tamil Nadu,low_risk
cust_004527,2026-01-23T00:00:00,872.21,card,dev_011099,106.104.98.215,Delhi,high_risk
cust_004528,2026-01-17T00:00:00,3422.43,card,dev_015704,157.53.97.233,Maharashtra,low_risk
cust_004529,2025-06-17T00:00:00,241.66,upi,dev_017528,182.77.28.101,Delhi,low_risk
cust_004530,2026-02-17T00:00:00,465.35,upi,dev_000707,117.40.222.70,West Bengal,low_risk
cust_004531,2025-07-03T00:00:00,1413.91,upi,dev_012214,223.133.45.184,Kerala,low_risk
cust_004532,2026-05-16T00:00:00,1188.11,upi,dev_000623,106.134.20.78,Karnataka,low_risk
cust_004533,2026-02-16T00:00:00,698.91,upi,dev_010907,122.48.112.143,Maharashtra,low_risk
cust_004534,2026-03-21T00:00:00,572.89,card,dev_008779,157.21.122.41,Tamil Nadu,low_risk
cust_004535,2026-04-11T00:00:00,893.48,card,dev_010906,117.49.177.72,Karnataka,low_risk
cust_004536,2026-02-22T00:00:00,671.3,card,dev_006896,182.13.130.86,Kerala,low_risk
cust_004537,2026-01-30T00:00:00,219.2,card,dev_010969,49.184.107.24,West Bengal,low_risk
cust_004538,2025-04-29T00:00:00,606.85,card,dev_015265,103.137.68.114,Telangana,low_risk
cust_004539,2026-01-02T00:00:00,833.73,upi,dev_010246,103.244.211.98,Karnataka,low_risk
cust_004540,2025-08-09T00:00:00,544.37,upi,dev_008775,49.219.125.126,Maharashtra,standard
cust_004541,2025-06-30T00:00:00,596.96,card,dev_016951,103.188.84.9,Kerala,low_risk
cust_004542,2026-03-10T00:00:00,488.39,upi,dev_002470,157.136.65.90,Kerala,standard
cust_004543,2025-09-09T00:00:00,1489.82,netbanking,dev_005291,49.40.69.212,Rajasthan,low_risk
cust_004544,2026-02-03T00:00:00,796.34,netbanking,dev_019428,49.124.85.182,West Bengal,standard
cust_004545,2025-04-28T00:00:00,769.36,card,dev_012021,223.157.156.106,Uttar Pradesh,low_risk
cust_004546,2026-01-18T00:00:00,476.47,upi,dev_021137,103.132.75.132,Rajasthan,standard
cust_004547,2025-10-07T00:00:00,1458.8,upi,dev_011990,157.90.243.71,Maharashtra,high_risk
cust_004548,2025-08-28T00:00:00,286.17,card,dev_018446,223.236.2.195,Karnataka,low_risk
cust_004549,2025-05-10T00:00:00,318.32,netbanking,dev_004579,157.195.209.155,Telangana,low_risk
cust_004550,2025-08-26T00:00:00,1429.55,upi,dev_021576,103.49.229.231,Rajasthan,low_risk
cust_004551,2026-05-07T00:00:00,497.17,upi,dev_006891,49.142.13.18,Rajasthan,low_risk
cust_004552,2026-03-28T00:00:00,659.97,upi,dev_017485,106.185.55.242,Rajasthan,low_risk
cust_004553,2025-06-19T00:00:00,2204.06,upi,dev_021589,122.165.7.64,Delhi,low_risk
cust_004554,2025-11-22T00:00:00,1189.99,card,dev_012071,157.147.198.6,Kerala,low_risk
cust_004555,2026-04-13T00:00:00,699.72,upi,dev_012999,157.61.208.86,Gujarat,low_risk
cust_004556,2026-03-24T00:00:00,248.04,upi,dev_003537,49.89.26.127,Uttar Pradesh,low_risk
cust_004557,2025-09-12T00:00:00,391.54,card,dev_013306,182.183.123.223,Uttar Pradesh,low_risk
cust_004558,2025-12-14T00:00:00,1548.66,upi,dev_004380,103.68.224.235,Delhi,low_risk
cust_004559,2025-10-15T00:00:00,257.74,netbanking,dev_008007,49.141.41.182,Telangana,low_risk
cust_004560,2025-08-29T00:00:00,813.79,upi,dev_001428,103.42.12.23,West Bengal,low_risk
cust_004561,2025-05-11T00:00:00,1874.45,card,dev_018955,103.204.43.51,Tamil Nadu,low_risk
cust_004562,2025-08-15T00:00:00,664.82,upi,dev_018998,117.113.119.93,Karnataka,low_risk
cust_004563,2025-10-05T00:00:00,98.54,card,dev_010023,223.60.198.62,Kerala,low_risk
cust_004564,2026-04-19T00:00:00,1242.87,card,dev_002567,182.4.184.47,Maharashtra,low_risk
cust_004565,2025-05-27T00:00:00,397.73,upi,dev_001979,157.140.52.30,Tamil Nadu,low_risk
cust_004566,2025-08-15T00:00:00,203.3,upi,dev_018510,223.40.128.210,Delhi,low_risk
cust_004567,2026-03-18T00:00:00,552.19,upi,dev_000552,117.162.128.205,Delhi,low_risk
cust_004568,2025-11-04T00:00:00,1280.85,card,dev_007963,122.138.99.129,Delhi,low_risk
cust_004569,2026-01-19T00:00:00,473.28,upi,dev_020912,157.110.32.166,Delhi,standard
cust_004570,2025-11-01T00:00:00,1154.39,upi,dev_018858,223.181.197.167,Tamil Nadu,low_risk
cust_004571,2025-07-09T00:00:00,1501.02,upi,dev_013271,49.170.93.222,Rajasthan,low_risk
cust_004572,2025-08-17T00:00:00,458.4,upi,dev_004086,223.24.201.32,Uttar Pradesh,low_risk
cust_004573,2025-05-09T00:00:00,2457.85,card,dev_013771,117.70.239.48,Uttar Pradesh,low_risk
cust_004574,2025-09-30T00:00:00,1377.85,card,dev_010245,106.186.155.233,Uttar Pradesh,low_risk
cust_004575,2025-10-28T00:00:00,1015.68,upi,dev_011546,106.175.24.22,West Bengal,standard
cust_004576,2026-04-24T00:00:00,1181.87,upi,dev_000583,223.28.79.55,Uttar Pradesh,low_risk
cust_004577,2025-05-17T00:00:00,584.42,upi,dev_012121,103.17.50.137,Gujarat,high_risk
cust_004578,2026-02-04T00:00:00,716.93,upi,dev_019511,223.95.136.76,Maharashtra,low_risk
cust_004579,2025-12-30T00:00:00,192.23,card,dev_004110,157.65.124.20,Karnataka,low_risk
cust_004580,2025-10-15T00:00:00,409.46,upi,dev_002315,103.146.194.103,Rajasthan,low_risk
cust_004581,2025-05-03T00:00:00,518.76,upi,dev_004594,103.245.15.14,Karnataka,standard
cust_004582,2025-06-09T00:00:00,2566.21,card,dev_018235,157.65.53.73,Tamil Nadu,low_risk
cust_004583,2025-12-31T00:00:00,1488.97,upi,dev_008035,182.224.249.81,Tamil Nadu,standard
cust_004584,2025-12-08T00:00:00,618.77,upi,dev_020346,106.236.142.37,Gujarat,standard
cust_004585,2026-03-08T00:00:00,708.22,card,dev_001411,117.148.125.33,Maharashtra,low_risk
cust_004586,2025-10-21T00:00:00,535.06,upi,dev_000937,49.218.141.26,Kerala,low_risk
cust_004587,2025-11-20T00:00:00,886.85,card,dev_021161,106.51.200.33,Telangana,high_risk
cust_004588,2025-07-07T00:00:00,1248.35,upi,dev_007277,157.205.27.113,Telangana,low_risk
cust_004589,2025-06-23T00:00:00,672.48,upi,dev_004662,223.55.7.195,Tamil Nadu,low_risk
cust_004590,2025-07-11T00:00:00,564.13,card,dev_010843,223.238.79.57,Gujarat,low_risk
cust_004591,2025-12-14T00:00:00,488.74,card,dev_017241,103.231.250.98,Kerala,high_risk
cust_004592,2026-02-21T00:00:00,427.51,upi,dev_003949,117.196.47.198,Maharashtra,low_risk
cust_004593,2025-11-30T00:00:00,564.68,upi,dev_020493,157.18.35.106,Tamil Nadu,low_risk
cust_004594,2025-11-02T00:00:00,1119.37,upi,dev_012586,122.86.99.130,Uttar Pradesh,high_risk
cust_004595,2025-09-27T00:00:00,1343.39,upi,dev_019953,122.67.16.178,Karnataka,low_risk
cust_004596,2025-08-27T00:00:00,187.95,upi,dev_020055,49.25.128.251,West Bengal,low_risk
cust_004597,2026-03-16T00:00:00,440.65,card,dev_013401,223.107.12.237,Kerala,high_risk
cust_004598,2025-06-25T00:00:00,366.04,upi,dev_007760,223.211.236.203,Delhi,standard
cust_004599,2025-06-17T00:00:00,433.05,upi,dev_010900,106.7.24.124,Uttar Pradesh,low_risk
cust_004600,2025-08-23T00:00:00,664.54,card,dev_006225,182.46.86.24,Maharashtra,standard
cust_004601,2025-10-21T00:00:00,320.65,card,dev_003630,157.7.115.99,Karnataka,low_risk
cust_004602,2025-09-14T00:00:00,863.27,card,dev_016175,157.197.135.222,Rajasthan,low_risk
cust_004603,2026-05-13T00:00:00,1079.53,card,dev_009232,106.68.12.127,Rajasthan,low_risk
cust_004604,2026-01-06T00:00:00,1417.63,card,dev_018031,106.177.238.236,Kerala,low_risk
cust_004605,2025-11-27T00:00:00,445.0,upi,dev_017294,49.34.204.162,Tamil Nadu,low_risk
cust_004606,2025-11-14T00:00:00,1613.23,upi,dev_005071,49.172.35.103,Karnataka,low_risk
cust_004607,2025-07-19T00:00:00,551.31,upi,dev_008172,49.243.219.27,Gujarat,low_risk
cust_004608,2025-06-10T00:00:00,556.1,upi,dev_015647,157.90.69.162,West Bengal,low_risk
cust_004609,2026-01-20T00:00:00,315.7,card,dev_001091,157.21.12.101,Tamil Nadu,low_risk
cust_004610,2025-07-13T00:00:00,831.32,card,dev_012996,122.24.180.84,West Bengal,low_risk
cust_004611,2025-06-22T00:00:00,204.19,card,dev_008161,223.44.220.123,Gujarat,low_risk
cust_004612,2025-11-21T00:00:00,643.21,upi,dev_008769,106.142.5.101,Uttar Pradesh,low_risk
cust_004613,2026-02-02T00:00:00,522.42,card,dev_016190,223.175.104.245,Maharashtra,low_risk
cust_004614,2025-06-02T00:00:00,497.61,upi,dev_000588,182.58.216.55,Karnataka,standard
cust_004615,2025-05-25T00:00:00,233.01,card,dev_013108,157.221.50.65,Uttar Pradesh,standard
cust_004616,2025-05-31T00:00:00,559.02,card,dev_001356,122.89.71.162,Delhi,low_risk
cust_004617,2025-06-18T00:00:00,1483.79,upi,dev_015114,157.206.83.27,West Bengal,low_risk
cust_004618,2025-12-30T00:00:00,3107.06,card,dev_006211,157.55.107.147,Kerala,low_risk
cust_004619,2025-12-22T00:00:00,577.16,card,dev_010512,106.28.37.131,Tamil Nadu,low_risk
cust_004620,2025-10-24T00:00:00,588.67,card,dev_003667,157.143.124.138,Telangana,low_risk
cust_004621,2025-06-24T00:00:00,1157.58,upi,dev_000183,103.203.70.238,Delhi,low_risk
cust_004622,2025-12-04T00:00:00,2182.73,card,dev_002944,182.231.118.9,West Bengal,low_risk
cust_004623,2026-02-10T00:00:00,1371.27,upi,dev_019728,122.218.88.196,Rajasthan,low_risk
cust_004624,2025-09-24T00:00:00,1312.02,upi,dev_013699,223.111.7.101,Gujarat,standard
cust_004625,2025-10-06T00:00:00,1205.94,card,dev_002979,117.134.181.73,Karnataka,standard
cust_004626,2025-12-15T00:00:00,152.48,netbanking,dev_004897,122.82.89.201,Tamil Nadu,standard
cust_004627,2026-02-28T00:00:00,125.49,upi,dev_009945,106.126.185.156,Maharashtra,low_risk
cust_004628,2025-07-04T00:00:00,935.24,upi,dev_015537,223.6.50.192,Telangana,low_risk
cust_004629,2025-06-06T00:00:00,706.96,upi,dev_007050,106.197.121.24,West Bengal,standard
