transaction_id,merchant_id,customer_id,device_id,ip_address,timestamp,amount,amount_in_paise,currency,payment_method,transaction_status,customer_account_age_days,is_new_device,is_new_ip,hour_of_day,day_of_week,fraud_label,fraud_scenario
tx_00018808,mer_0114,cust_002683,dev_009698,106.153.16.79,2026-06-18T02:06:26,1645.53,164553,INR,card,SUCCESS,250,0,0,2,3,0,legitimate
tx_00018809,mer_0227,cust_009156,dev_015023,182.152.201.242,2026-06-18T02:20:50,1072.71,107271,INR,card,SUCCESS,356,0,1,2,3,0,legitimate
tx_00018810,mer_0055,cust_011536,dev_018795,103.203.197.235,2026-06-18T02:32:52,6405.46,640546,INR,card,SUCCESS,279,0,0,2,3,0,legitimate
tx_00018811,mer_0164,cust_011177,dev_010003,182.61.3.7,2026-06-18T02:40:51,395.35,39535,INR,upi,SUCCESS,309,0,0,2,3,0,legitimate
tx_00018812,mer_0151,cust_007431,dev_016103,49.94.48.223,2026-06-18T03:05:30,3476.71,347671,INR,upi,SUCCESS,45,0,0,3,3,0,legitimate
tx_00018813,mer_0122,cust_004629,dev_010397,106.197.121.24,2026-06-18T03:11:08,1900.54,190054,INR,netbanking,SUCCESS,377,0,0,3,3,0,legitimate
tx_00018814,mer_0088,cust_002266,dev_013612,106.56.221.242,2026-06-18T03:13:25,278.51,27851,INR,upi,SUCCESS,365,0,0,3,3,0,legitimate
tx_00018815,mer_0012,cust_011081,dev_005116,49.6.40.29,2026-06-18T03:33:23,2050.76,205076,INR,upi,FAILED,38,0,0,3,3,0,legitimate
tx_00018816,mer_0108,cust_010878,dev_012879,49.88.55.198,2026-06-18T03:47:51,703.51,70351,INR,netbanking,SUCCESS,141,0,0,3,3,0,legitimate
tx_00018817,mer_0246,cust_005708,dev_015732,49.43.156.122,2026-06-18T03:48:32,884.71,88471,INR,upi,SUCCESS,299,0,0,3,3,0,legitimate
tx_00018818,mer_0146,cust_001515,dev_012820,49.42.165.21,2026-06-18T04:06:10,587.38,58738,INR,upi,SUCCESS,129,0,0,4,3,0,legitimate
tx_00018819,mer_0214,cust_004142,dev_007750,122.94.251.244,2026-06-18T04:07:46,3782.92,378292,INR,upi,SUCCESS,256,0,0,4,3,0,legitimate
tx_00018820,mer_0168,cust_011662,dev_013381,103.219.120.90,2026-06-18T04:08:22,36298.19,3629819,INR,card,SUCCESS,232,1,1,4,3,1,unusual_time_abuse
tx_00018821,mer_0116,cust_007700,dev_014531,117.192.129.220,2026-06-18T04:19:23,985.92,98592,INR,card,SUCCESS,240,0,0,4,3,0,legitimate
tx_00018822,mer_0049,cust_002565,dev_010878,106.15.138.208,2026-06-18T04:23:56,5924.53,592453,INR,upi,SUCCESS,179,0,0,4,3,0,legitimate
tx_00018823,mer_0061,cust_012597,dev_015265,103.123.25.68,2026-06-18T04:34:35,7551.87,755187,INR,card,SUCCESS,263,0,0,4,3,0,legitimate
tx_00018824,mer_0130,cust_002144,dev_017454,157.142.31.250,2026-06-18T04:40:42,892.46,89246,INR,upi,SUCCESS,225,0,0,4,3,0,legitimate
tx_00018825,mer_0154,cust_004268,dev_005276,122.247.46.12,2026-06-18T04:47:14,1580.29,158029,INR,upi,SUCCESS,244,0,0,4,3,0,legitimate
tx_00018826,mer_0108,cust_001214,dev_003250,103.200.11.252,2026-06-18T04:50:38,242.27,24227,INR,upi,SUCCESS,402,0,0,4,3,0,legitimate
tx_00018827,mer_0114,cust_011198,dev_003383,157.174.113.6,2026-06-18T05:00:06,963.53,96353,INR,card,SUCCESS,337,0,0,5,3,0,legitimate
tx_00018828,mer_0010,cust_006731,dev_003709,223.254.144.6,2026-06-18T05:17:03,801.05,80105,INR,upi,SUCCESS,196,0,0,5,3,0,legitimate
tx_00018829,mer_0178,cust_012121,dev_012640,182.211.246.79,2026-06-18T05:30:34,1170.86,117085,INR,netbanking,SUCCESS,334,0,0,5,3,0,legitimate
tx_00018830,mer_0185,cust_012847,dev_004380,49.249.242.224,2026-06-18T05:32:52,3250.37,325037,INR,upi,SUCCESS,358,0,0,5,3,0,legitimate
tx_00018831,mer_0138,cust_001814,dev_017129,157.220.62.151,2026-06-18T05:42:34,335.49,33549,INR,upi,SUCCESS,153,0,0,5,3,0,legitimate
tx_00018832,mer_0161,cust_014701,dev_020424,122.79.206.191,2026-06-18T05:45:09,1144.57,114457,INR,netbanking,SUCCESS,225,0,1,5,3,0,legitimate
tx_00018833,mer_0141,cust_010780,dev_005021,223.71.33.145,2026-06-18T05:45:36,529.77,52977,INR,card,SUCCESS,144,0,0,5,3,0,legitimate
tx_00018834,mer_0095,cust_011669,dev_013341,157.203.172.180,2026-06-18T05:49:49,645.2,64520,INR,card,SUCCESS,63,0,0,5,3,0,legitimate
tx_00018835,mer_0023,cust_000257,dev_001193,106.80.166.53,2026-06-18T06:00:49,478.68,47868,INR,upi,SUCCESS,340,0,0,6,3,0,legitimate
tx_00018836,mer_0245,cust_005855,dev_015881,49.95.19.123,2026-06-18T06:03:29,849.66,84966,INR,upi,SUCCESS,223,0,0,6,3,0,legitimate
tx_00018837,mer_0044,cust_003972,dev_007464,49.81.92.34,2026-06-18T06:03:43,2146.87,214687,INR,card,SUCCESS,253,0,0,6,3,0,legitimate
tx_00018838,mer_0181,cust_006420,dev_010488,157.168.120.220,2026-06-18T06:17:17,864.6,86460,INR,netbanking,SUCCESS,389,0,0,6,3,0,legitimate
tx_00018839,mer_0008,cust_010136,dev_021883,157.213.191.217,2026-06-18T06:19:36,5270.14,527014,INR,upi,SUCCESS,392,0,0,6,3,0,legitimate
tx_00018840,mer_0169,cust_003820,dev_021157,117.85.195.110,2026-06-18T06:20:12,1612.87,161287,INR,netbanking,SUCCESS,159,0,0,6,3,0,legitimate
tx_00018841,mer_0023,cust_005012,dev_003375,103.122.95.193,2026-06-18T06:32:20,1498.46,149846,INR,card,SUCCESS,215,0,0,6,3,0,legitimate
tx_00018842,mer_0243,cust_006525,dev_000323,117.105.20.137,2026-06-18T06:37:13,705.32,70532,INR,upi,SUCCESS,251,0,0,6,3,0,legitimate
tx_00018843,mer_0235,cust_013815,dev_009907,103.96.39.155,2026-06-18T06:45:38,2953.86,295386,INR,upi,SUCCESS,285,0,0,6,3,0,legitimate
tx_00018844,mer_0186,cust_004281,dev_011518,106.70.105.59,2026-06-18T06:48:35,6896.98,689698,INR,upi,FAILED,90,0,0,6,3,0,legitimate
tx_00018845,mer_0094,cust_004147,dev_017432,117.187.240.50,2026-06-18T06:48:51,438.34,43834,INR,netbanking,SUCCESS,289,0,0,6,3,0,legitimate
tx_00018846,mer_0225,cust_012284,dev_002338,223.98.253.17,2026-06-18T06:50:55,392.24,39224,INR,netbanking,SUCCESS,307,0,0,6,3,0,legitimate
tx_00018847,mer_0153,cust_005738,dev_004003,182.186.112.123,2026-06-18T06:53:27,1046.48,104648,INR,card,SUCCESS,51,0,0,6,3,0,legitimate
tx_00018848,mer_0159,cust_008230,dev_005760,106.63.153.117,2026-06-18T06:54:32,8339.08,833908,INR,card,SUCCESS,146,0,0,6,3,0,legitimate
tx_00018849,mer_0035,cust_001399,dev_010373,106.216.199.153,2026-06-18T06:54:41,915.65,91565,INR,upi,SUCCESS,131,0,0,6,3,0,legitimate
tx_00018850,mer_0124,cust_008321,dev_000811,122.109.115.244,2026-06-18T07:02:17,513.88,51388,INR,card,SUCCESS,127,0,0,7,3,0,legitimate
tx_00018851,mer_0120,cust_012150,dev_006780,182.142.96.4,2026-06-18T07:06:42,1580.43,158043,INR,card,SUCCESS,243,0,0,7,3,0,legitimate
tx_00018852,mer_0209,cust_002700,dev_015090,103.14.179.137,2026-06-18T07:08:02,965.57,96557,INR,netbanking,SUCCESS,106,0,0,7,3,0,legitimate
tx_00018853,mer_0074,cust_012117,dev_004853,49.67.172.59,2026-06-18T07:10:08,601.7,60170,INR,upi,SUCCESS,412,0,0,7,3,0,legitimate
tx_00018854,mer_0183,cust_010138,dev_017313,103.208.217.218,2026-06-18T07:10:13,775.61,77561,INR,card,SUCCESS,201,0,0,7,3,0,legitimate
tx_00018855,mer_0201,cust_011970,dev_002059,223.130.90.80,2026-06-18T07:10:27,3138.48,313848,INR,upi,SUCCESS,259,0,0,7,3,0,legitimate
tx_00018856,mer_0037,cust_014720,dev_020369,182.146.184.34,2026-06-18T07:12:41,793.62,79362,INR,card,FAILED,214,0,0,7,3,0,legitimate
tx_00018857,mer_0063,cust_004180,dev_009058,106.196.70.25,2026-06-18T07:18:29,1151.05,115105,INR,netbanking,SUCCESS,56,0,0,7,3,0,legitimate
tx_00018858,mer_0186,cust_012783,dev_013734,103.141.21.184,2026-06-18T07:18:45,6806.81,680681,INR,card,SUCCESS,261,0,0,7,3,0,legitimate
tx_00018859,mer_0021,cust_009749,dev_006222,157.94.126.148,2026-06-18T07:19:15,5074.39,507439,INR,upi,SUCCESS,239,0,0,7,3,0,legitimate
tx_00018860,mer_0184,cust_006622,dev_016685,103.200.111.231,2026-06-18T07:21:57,624.97,62497,INR,card,SUCCESS,38,0,0,7,3,0,legitimate
tx_00018861,mer_0182,cust_001122,dev_010299,117.155.218.31,2026-06-18T07:22:05,907.54,90754,INR,card,SUCCESS,113,0,0,7,3,0,legitimate
tx_00018862,mer_0121,cust_013222,dev_001850,49.100.177.12,2026-06-18T07:26:12,4865.58,486558,INR,card,SUCCESS,197,0,0,7,3,0,legitimate
tx_00018863,mer_0053,cust_002320,dev_021789,106.240.86.177,2026-06-18T07:26:48,4053.92,405392,INR,card,SUCCESS,36,0,0,7,3,0,legitimate
tx_00018864,mer_0205,cust_002036,dev_014762,103.191.228.224,2026-06-18T07:26:59,1459.02,145902,INR,card,SUCCESS,58,0,0,7,3,0,legitimate
tx_00018865,mer_0143,cust_005639,dev_016636,223.155.104.153,2026-06-18T07:27:34,2319.85,231985,INR,upi,SUCCESS,106,0,0,7,3,0,legitimate
tx_00018866,mer_0067,cust_007814,dev_021548,122.171.58.251,2026-06-18T07:33:33,997.12,99712,INR,card,SUCCESS,371,0,0,7,3,0,legitimate
tx_00018867,mer_0039,cust_008129,dev_012321,182.128.192.75,2026-06-18T07:33:55,633.54,63354,INR,upi,SUCCESS,100,0,0,7,3,0,legitimate
tx_00018868,mer_0051,cust_013182,dev_014163,117.43.143.198,2026-06-18T07:33:59,1610.97,161097,INR,upi,SUCCESS,165,0,0,7,3,0,legitimate
tx_00018869,mer_0250,cust_014497,dev_009221,122.208.67.56,2026-06-18T07:34:29,288.69,28869,INR,netbanking,SUCCESS,133,0,0,7,3,0,legitimate
tx_00018870,mer_0232,cust_001379,dev_017181,106.186.53.23,2026-06-18T07:35:04,479.69,47969,INR,card,SUCCESS,40,0,0,7,3,0,legitimate
tx_00018871,mer_0082,cust_000965,dev_006749,117.27.69.175,2026-06-18T07:35:11,605.0,60500,INR,card,SUCCESS,37,0,0,7,3,0,legitimate
tx_00018872,mer_0225,cust_012457,dev_018477,117.176.13.95,2026-06-18T07:36:31,406.59,40659,INR,upi,SUCCESS,267,0,0,7,3,0,legitimate
tx_00018873,mer_0158,cust_013194,dev_004352,157.84.115.215,2026-06-18T07:39:42,2791.58,279158,INR,netbanking,SUCCESS,103,0,0,7,3,0,legitimate
tx_00018874,mer_0059,cust_011147,dev_003085,122.138.192.160,2026-06-18T07:39:44,930.04,93004,INR,upi,SUCCESS,37,0,0,7,3,0,legitimate
tx_00018875,mer_0245,cust_005008,dev_001736,117.38.194.250,2026-06-18T07:42:42,1776.85,177685,INR,upi,SUCCESS,141,0,0,7,3,0,legitimate
tx_00018876,mer_0229,cust_012853,dev_004924,117.189.94.13,2026-06-18T07:42:58,1115.13,111513,INR,upi,SUCCESS,319,0,0,7,3,0,legitimate
tx_00018877,mer_0196,cust_011318,dev_020360,182.224.7.175,2026-06-18T07:43:13,955.21,95521,INR,card,SUCCESS,193,0,0,7,3,0,legitimate
tx_00018878,mer_0040,cust_006845,dev_015234,223.108.241.58,2026-06-18T07:44:58,7386.48,738648,INR,card,SUCCESS,314,0,0,7,3,0,legitimate
tx_00018879,mer_0055,cust_006267,dev_016471,117.25.78.67,2026-06-18T07:46:00,4761.97,476197,INR,upi,SUCCESS,110,0,0,7,3,0,legitimate
tx_00018880,mer_0115,cust_013750,dev_008244,103.193.185.235,2026-06-18T07:46:13,977.5,97750,INR,card,SUCCESS,323,0,0,7,3,0,legitimate
tx_00018881,mer_0199,cust_001546,dev_017591,223.136.101.167,2026-06-18T07:46:53,1133.28,113328,INR,upi,SUCCESS,51,0,0,7,3,0,legitimate
tx_00018882,mer_0202,cust_008797,dev_000726,106.158.78.102,2026-06-18T07:50:13,656.24,65624,INR,upi,SUCCESS,41,1,0,7,3,0,legitimate
tx_00018883,mer_0035,cust_010101,dev_012231,106.54.89.120,2026-06-18T07:51:18,1249.0,124900,INR,upi,SUCCESS,53,0,0,7,3,0,legitimate
tx_00018884,mer_0117,cust_011872,dev_013177,117.151.125.250,2026-06-18T07:51:33,6121.55,612155,INR,upi,SUCCESS,197,0,0,7,3,0,legitimate
tx_00018885,mer_0133,cust_000695,dev_017265,103.27.50.54,2026-06-18T07:52:48,1821.52,182152,INR,upi,SUCCESS,413,0,0,7,3,0,legitimate
tx_00018886,mer_0087,cust_006401,dev_002112,122.203.2.22,2026-06-18T07:54:12,11662.79,1166279,INR,netbanking,SUCCESS,360,0,0,7,3,0,legitimate
tx_00018887,mer_0090,cust_010128,dev_011785,117.247.69.87,2026-06-18T07:56:42,1292.72,129272,INR,card,SUCCESS,407,0,0,7,3,0,legitimate
tx_00018888,mer_0038,cust_000447,dev_005131,117.39.158.192,2026-06-18T07:57:37,3152.87,315287,INR,upi,SUCCESS,61,0,0,7,3,0,legitimate
tx_00018889,mer_0036,cust_001840,dev_000981,49.91.57.212,2026-06-18T07:58:02,1017.11,101711,INR,upi,FAILED,109,0,0,7,3,0,legitimate
tx_00018890,mer_0004,cust_002370,dev_004186,182.39.144.59,2026-06-18T07:59:00,10659.1,1065910,INR,upi,SUCCESS,56,0,0,7,3,0,legitimate
tx_00018891,mer_0073,cust_007542,dev_003180,182.204.76.187,2026-06-18T08:02:05,972.66,97266,INR,card,SUCCESS,335,0,0,8,3,0,legitimate
tx_00018892,mer_0039,cust_014250,dev_013128,223.238.25.195,2026-06-18T08:02:30,629.55,62954,INR,card,SUCCESS,59,0,0,8,3,0,legitimate
tx_00018893,mer_0182,cust_000674,dev_020261,157.5.111.223,2026-06-18T08:03:19,846.54,84654,INR,card,SUCCESS,38,0,0,8,3,0,legitimate
tx_00018894,mer_0206,cust_003185,dev_019852,103.117.152.160,2026-06-18T08:04:05,1126.95,112695,INR,card,SUCCESS,39,0,0,8,3,0,legitimate
tx_00018895,mer_0109,cust_013757,dev_013269,122.171.1.253,2026-06-18T08:04:30,993.25,99325,INR,card,SUCCESS,101,0,1,8,3,0,legitimate
tx_00018896,mer_0168,cust_008830,dev_014006,106.239.62.1,2026-06-18T08:06:03,3007.01,300701,INR,upi,SUCCESS,109,0,0,8,3,0,legitimate
tx_00018897,mer_0056,cust_000693,dev_018366,223.76.75.113,2026-06-18T08:07:10,4082.21,408221,INR,card,SUCCESS,148,0,0,8,3,0,legitimate
tx_00018898,mer_0089,cust_000584,dev_011878,103.48.117.124,2026-06-18T08:08:31,1137.61,113760,INR,upi,SUCCESS,77,0,0,8,3,0,legitimate
tx_00018899,mer_0006,cust_006672,dev_007498,49.218.230.180,2026-06-18T08:09:34,235.88,23588,INR,upi,SUCCESS,206,0,0,8,3,0,legitimate
tx_00018900,mer_0011,cust_014816,dev_015706,223.56.229.142,2026-06-18T08:10:25,795.48,79548,INR,netbanking,SUCCESS,233,0,0,8,3,0,legitimate
tx_00018901,mer_0142,cust_007997,dev_016667,182.113.187.16,2026-06-18T08:13:59,446.72,44672,INR,card,SUCCESS,118,0,0,8,3,0,legitimate
tx_00018902,mer_0237,cust_011821,dev_007973,122.46.164.160,2026-06-18T08:14:27,609.23,60923,INR,upi,SUCCESS,247,0,0,8,3,0,legitimate
tx_00018903,mer_0099,cust_009620,dev_010878,223.89.236.51,2026-06-18T08:14:29,1550.13,155013,INR,upi,SUCCESS,62,0,0,8,3,0,legitimate
tx_00018904,mer_0097,cust_003278,dev_016900,223.34.61.242,2026-06-18T08:14:48,529.65,52965,INR,card,SUCCESS,215,0,0,8,3,0,legitimate
tx_00018905,mer_0128,cust_000745,dev_019170,223.36.30.133,2026-06-18T08:15:31,727.76,72776,INR,card,SUCCESS,207,0,0,8,3,0,legitimate
tx_00018906,mer_0183,cust_004826,dev_003738,106.22.189.180,2026-06-18T08:21:10,6338.87,633887,INR,upi,SUCCESS,135,0,0,8,3,0,legitimate
tx_00018907,mer_0111,cust_013266,dev_012277,106.61.189.44,2026-06-18T08:21:22,590.06,59005,INR,card,SUCCESS,260,0,0,8,3,0,legitimate
tx_00018908,mer_0225,cust_001848,dev_009024,49.146.158.240,2026-06-18T08:21:51,771.75,77175,INR,upi,SUCCESS,323,0,0,8,3,0,legitimate
tx_00018909,mer_0237,cust_000224,dev_000896,122.212.11.116,2026-06-18T08:22:50,568.36,56836,INR,card,SUCCESS,408,0,0,8,3,0,legitimate
tx_00018910,mer_0160,cust_010149,dev_017503,117.89.251.156,2026-06-18T08:26:03,4707.17,470717,INR,netbanking,SUCCESS,204,0,0,8,3,0,legitimate
tx_00018911,mer_0157,cust_005784,dev_007035,223.94.240.107,2026-06-18T08:26:15,971.09,97109,INR,netbanking,SUCCESS,176,0,0,8,3,0,legitimate
tx_00018912,mer_0172,cust_014424,dev_010114,49.251.107.105,2026-06-18T08:28:15,1677.12,167712,INR,upi,SUCCESS,271,0,0,8,3,0,legitimate
tx_00018913,mer_0090,cust_005460,dev_016712,182.30.158.247,2026-06-18T08:28:42,1740.96,174096,INR,upi,SUCCESS,41,0,0,8,3,0,legitimate
tx_00018914,mer_0039,cust_002218,dev_003005,106.127.65.140,2026-06-18T08:29:25,561.63,56163,INR,upi,SUCCESS,304,0,0,8,3,0,legitimate
tx_00018915,mer_0172,cust_009737,dev_000672,122.218.116.175,2026-06-18T08:30:48,878.68,87868,INR,upi,SUCCESS,59,0,0,8,3,0,legitimate
tx_00018916,mer_0139,cust_005846,dev_005069,122.181.76.117,2026-06-18T08:31:28,2388.33,238833,INR,upi,SUCCESS,414,0,0,8,3,0,legitimate
tx_00018917,mer_0138,cust_002038,dev_019223,103.180.193.24,2026-06-18T08:31:32,1405.23,140523,INR,upi,SUCCESS,161,0,0,8,3,0,legitimate
tx_00018918,mer_0186,cust_013021,dev_003127,117.87.128.103,2026-06-18T08:33:42,2877.53,287753,INR,card,SUCCESS,160,0,0,8,3,0,legitimate
tx_00018919,mer_0007,cust_010301,dev_000708,106.222.106.49,2026-06-18T08:33:48,3307.51,330751,INR,upi,SUCCESS,383,0,0,8,3,0,legitimate
tx_00018920,mer_0221,cust_004218,dev_004520,122.115.104.98,2026-06-18T08:35:33,470.85,47085,INR,upi,SUCCESS,159,0,0,8,3,0,legitimate
tx_00018921,mer_0167,cust_012187,dev_001451,182.60.93.181,2026-06-18T08:38:47,4933.23,493322,INR,card,SUCCESS,399,0,0,8,3,0,legitimate
tx_00018922,mer_0082,cust_004215,dev_013222,117.35.8.99,2026-06-18T08:39:05,373.98,37398,INR,upi,SUCCESS,87,0,0,8,3,0,legitimate
tx_00018923,mer_0139,cust_001905,dev_001697,122.81.103.190,2026-06-18T08:41:22,3057.4,305740,INR,card,SUCCESS,326,0,0,8,3,0,legitimate
tx_00018924,mer_0158,cust_011470,dev_010381,103.233.98.225,2026-06-18T08:41:53,2000.85,200085,INR,card,SUCCESS,68,0,0,8,3,0,legitimate
tx_00018925,mer_0169,cust_012089,dev_017224,103.223.46.221,2026-06-18T08:47:44,1186.25,118625,INR,upi,SUCCESS,332,0,0,8,3,0,legitimate
tx_00018926,mer_0185,cust_007216,dev_014539,223.207.203.153,2026-06-18T08:47:59,4041.01,404101,INR,upi,SUCCESS,283,0,0,8,3,0,legitimate
tx_00018927,mer_0030,cust_003403,dev_010247,157.90.164.43,2026-06-18T08:48:03,8843.6,884360,INR,upi,SUCCESS,113,0,0,8,3,0,legitimate
tx_00018928,mer_0049,cust_002202,dev_008823,122.79.209.199,2026-06-18T08:52:29,8496.02,849602,INR,upi,SUCCESS,232,0,0,8,3,0,legitimate
tx_00018929,mer_0247,cust_009252,dev_007038,157.55.149.127,2026-06-18T08:53:04,1864.6,186460,INR,upi,SUCCESS,373,0,0,8,3,0,legitimate
tx_00018930,mer_0103,cust_008844,dev_011942,106.216.121.191,2026-06-18T08:53:51,718.83,71883,INR,card,SUCCESS,183,0,0,8,3,0,legitimate
tx_00018931,mer_0055,cust_010790,dev_021785,106.88.195.208,2026-06-18T08:54:49,5605.29,560529,INR,upi,SUCCESS,65,0,0,8,3,0,legitimate
tx_00018932,mer_0021,cust_003242,dev_004217,223.55.35.203,2026-06-18T08:57:22,5989.3,598930,INR,card,SUCCESS,405,0,0,8,3,0,legitimate
tx_00018933,mer_0177,cust_012653,dev_017495,103.77.38.232,2026-06-18T08:58:14,893.31,89331,INR,card,SUCCESS,382,0,0,8,3,0,legitimate
tx_00018934,mer_0103,cust_010825,dev_015083,103.31.7.2,2026-06-18T08:58:15,608.88,60888,INR,upi,SUCCESS,322,0,0,8,3,0,legitimate
tx_00018935,mer_0176,cust_006036,dev_013360,106.46.135.190,2026-06-18T09:01:36,1826.92,182692,INR,card,SUCCESS,320,0,0,9,3,0,legitimate
tx_00018936,mer_0201,cust_013304,dev_019487,223.22.178.31,2026-06-18T09:01:52,4834.85,483485,INR,upi,SUCCESS,347,0,0,9,3,0,legitimate
tx_00018937,mer_0100,cust_005364,dev_020375,157.72.37.212,2026-06-18T09:01:53,2005.49,200549,INR,upi,SUCCESS,286,0,1,9,3,0,legitimate
tx_00018938,mer_0210,cust_005056,dev_015110,223.175.194.209,2026-06-18T09:02:08,1494.13,149413,INR,card,SUCCESS,127,0,0,9,3,0,legitimate
tx_00018939,mer_0094,cust_009497,dev_008142,106.27.4.76,2026-06-18T09:03:01,308.69,30869,INR,upi,SUCCESS,277,0,0,9,3,0,legitimate
tx_00018940,mer_0209,cust_005229,dev_010087,122.169.12.146,2026-06-18T09:03:57,1246.07,124607,INR,upi,SUCCESS,248,1,0,9,3,0,legitimate
tx_00018941,mer_0165,cust_013168,dev_001128,122.209.51.186,2026-06-18T09:04:19,1331.22,133122,INR,upi,SUCCESS,273,0,0,9,3,0,legitimate
tx_00018942,mer_0168,cust_013808,dev_005614,106.85.182.93,2026-06-18T09:04:30,3851.85,385185,INR,card,SUCCESS,414,0,0,9,3,0,legitimate
tx_00018943,mer_0029,cust_005650,dev_007808,182.153.224.229,2026-06-18T09:04:52,634.5,63450,INR,netbanking,SUCCESS,403,0,0,9,3,0,legitimate
tx_00018944,mer_0068,cust_005027,dev_011802,117.21.177.174,2026-06-18T09:05:31,603.34,60334,INR,upi,SUCCESS,285,0,0,9,3,0,legitimate
tx_00018945,mer_0063,cust_009922,dev_014238,157.212.234.99,2026-06-18T09:06:01,984.42,98442,INR,card,SUCCESS,201,0,0,9,3,0,legitimate
tx_00018946,mer_0087,cust_006820,dev_009360,49.124.224.250,2026-06-18T09:06:01,10579.99,1057999,INR,upi,SUCCESS,85,0,0,9,3,0,legitimate
tx_00018947,mer_0084,cust_002716,dev_003054,223.101.92.164,2026-06-18T09:10:32,974.74,97474,INR,upi,SUCCESS,61,0,0,9,3,0,legitimate
tx_00018948,mer_0218,cust_011655,dev_015579,182.149.181.202,2026-06-18T09:10:52,498.0,49800,INR,upi,SUCCESS,226,0,0,9,3,0,legitimate
tx_00018949,mer_0221,cust_011346,dev_002971,49.171.173.229,2026-06-18T09:14:30,396.08,39608,INR,upi,SUCCESS,355,0,0,9,3,0,legitimate
tx_00018950,mer_0033,cust_001228,dev_008590,106.94.241.87,2026-06-18T09:15:29,2415.36,241536,INR,netbanking,SUCCESS,171,0,0,9,3,0,legitimate
tx_00018951,mer_0234,cust_006259,dev_006068,49.250.160.183,2026-06-18T09:16:38,1094.35,109434,INR,upi,SUCCESS,30,0,1,9,3,0,legitimate
tx_00018952,mer_0038,cust_002486,dev_000559,122.29.88.192,2026-06-18T09:17:17,173.98,17398,INR,card,SUCCESS,158,0,0,9,3,0,legitimate
tx_00018953,mer_0085,cust_004667,dev_000160,157.54.184.64,2026-06-18T09:17:58,540.45,54045,INR,netbanking,SUCCESS,351,0,0,9,3,0,legitimate
tx_00018954,mer_0071,cust_007380,dev_013238,182.219.179.108,2026-06-18T09:18:01,453.43,45343,INR,card,SUCCESS,58,0,0,9,3,0,legitimate
tx_00018955,mer_0240,cust_007264,dev_005987,117.142.183.251,2026-06-18T09:18:08,527.2,52720,INR,card,SUCCESS,292,0,0,9,3,0,legitimate
tx_00018956,mer_0154,cust_002989,dev_004690,106.179.106.105,2026-06-18T09:19:33,856.09,85609,INR,upi,SUCCESS,410,0,0,9,3,0,legitimate
tx_00018957,mer_0026,cust_005809,dev_006094,117.172.211.76,2026-06-18T09:21:31,387.55,38755,INR,upi,SUCCESS,310,0,0,9,3,0,legitimate
tx_00018958,mer_0057,cust_005259,dev_018764,122.239.217.190,2026-06-18T09:22:21,383.64,38364,INR,upi,SUCCESS,416,0,0,9,3,0,legitimate
tx_00018959,mer_0234,cust_002318,dev_020796,122.114.247.179,2026-06-18T09:22:26,724.24,72424,INR,netbanking,SUCCESS,126,0,0,9,3,0,legitimate
tx_00018960,mer_0130,cust_001415,dev_005854,106.52.40.214,2026-06-18T09:23:00,1131.52,113152,INR,upi,SUCCESS,321,0,0,9,3,0,legitimate
tx_00018961,mer_0244,cust_001446,dev_005477,122.189.128.233,2026-06-18T09:23:33,1320.42,132042,INR,upi,SUCCESS,401,0,0,9,3,0,legitimate
tx_00018962,mer_0146,cust_000365,dev_017032,49.166.169.3,2026-06-18T09:23:36,397.69,39769,INR,upi,SUCCESS,202,0,0,9,3,0,legitimate
tx_00018963,mer_0217,cust_013164,dev_016113,182.26.199.247,2026-06-18T09:26:19,1876.36,187636,INR,upi,FAILED,119,0,0,9,3,0,legitimate
tx_00018964,mer_0113,cust_011949,dev_005254,106.52.75.229,2026-06-18T09:27:54,1149.69,114969,INR,netbanking,SUCCESS,333,0,0,9,3,0,legitimate
tx_00018965,mer_0073,cust_000855,dev_012566,182.96.73.167,2026-06-18T09:28:13,1343.9,134390,INR,upi,SUCCESS,225,0,0,9,3,0,legitimate
tx_00018966,mer_0012,cust_006449,dev_007957,106.240.107.166,2026-06-18T09:28:48,2321.31,232131,INR,card,SUCCESS,407,0,0,9,3,0,legitimate
tx_00018967,mer_0158,cust_005164,dev_001031,117.34.54.239,2026-06-18T09:28:52,3751.69,375169,INR,upi,SUCCESS,52,0,0,9,3,0,legitimate
tx_00018968,mer_0022,cust_011414,dev_009711,122.5.111.192,2026-06-18T09:30:24,446.09,44609,INR,upi,SUCCESS,257,0,0,9,3,0,legitimate
tx_00018969,mer_0232,cust_001652,dev_011558,103.17.20.233,2026-06-18T09:30:53,249.47,24947,INR,upi,SUCCESS,58,0,0,9,3,0,legitimate
tx_00018970,mer_0002,cust_011591,dev_007873,49.138.4.191,2026-06-18T09:32:07,945.19,94519,INR,netbanking,SUCCESS,123,0,0,9,3,0,legitimate
tx_00018971,mer_0046,cust_014953,dev_009940,122.4.120.116,2026-06-18T09:35:30,3586.84,358684,INR,netbanking,SUCCESS,42,0,0,9,3,0,legitimate
tx_00018972,mer_0250,cust_004125,dev_015287,117.212.161.212,2026-06-18T09:35:59,1824.3,182430,INR,card,SUCCESS,309,0,0,9,3,0,legitimate
tx_00018973,mer_0166,cust_011263,dev_000803,157.216.189.3,2026-06-18T09:37:17,1423.17,142317,INR,card,SUCCESS,57,0,0,9,3,0,legitimate
